# File created on Thu Feb 26 18:02:13 2026
#
# time         R02m-02         I02m-02         R02m-01         I02m-01         R02m000         I02m000         R02m001         I02m001         R02m002         I02m002         R03m-03         I03m-03         R03m-02         I03m-02         R03m-01         I03m-01         R03m000         I03m000         R03m001         I03m001         R03m002         I03m002         R03m003         I03m003         R04m-04         I04m-04         R04m-03         I04m-03         R04m-02         I04m-02         R04m-01         I04m-01         R04m000         I04m000         R04m001         I04m001         R04m002         I04m002         R04m003         I04m003         R04m004         I04m004         
2.0833333      8.4312427e-06   3.3612339e-05   1.6006471e-07   -1.6321925e-09  7.027566e-06    0               1.6006471e-07   1.6321925e-09   8.4312427e-06   -3.3612339e-05  1.3028813e-06   -3.0764585e-07  8.4845493e-08   6.83007e-07     3.4431444e-07   -2.3079162e-07  0               3.5988191e-07   -3.4431444e-07  -2.3079162e-07  -8.4845493e-08  6.83007e-07     -1.3028813e-06  -3.0764585e-07  4.2367268e-07   -9.1839069e-07  -8.3864308e-09  8.7624623e-09   -2.6113254e-07  -7.4300895e-07  -1.4678765e-08  -6.370238e-09   8.8427448e-07   0               -1.4678765e-08  6.370238e-09    -2.6113254e-07  7.4300895e-07   -8.3864308e-09  -8.7624623e-09  4.2367268e-07   9.1839069e-07  
2.5            7.7382111e-08   1.0874782e-06   1.7200409e-09   -3.6406328e-12  6.3763934e-08   0               1.7200409e-09   3.6406328e-12   7.7382111e-08   -1.0874782e-06  1.2782071e-08   -8.6428946e-10  7.7126546e-11   2.2084399e-09   3.30865e-09     -6.598542e-10   0               1.1540886e-09   -3.30865e-09    -6.598542e-10   -7.7126546e-11  2.2084399e-09   -1.2782071e-08  -8.6428946e-10  4.494209e-10    -2.7559956e-09  -1.1623306e-11  9.8085217e-12   -2.3861344e-10  -2.3502233e-09  -1.8098579e-11  -1.2711782e-11  8.6016131e-10   0               -1.8098579e-11  1.2711782e-11   -2.3861344e-10  2.3502233e-09   -1.1623306e-11  -9.8085217e-12  4.494209e-10    2.7559956e-09  
2.5            1.0083525e-07   1.3180684e-06   2.2221836e-09   -3.1603031e-12  8.3102661e-08   0               2.2221836e-09   3.1603031e-12   1.0083525e-07   -1.3180684e-06  1.6538088e-08   -1.2000897e-09  1.1436749e-10   3.044087e-09    4.2782558e-09   -9.20915e-10    0               1.5896273e-09   -4.2782558e-09  -9.20915e-10    -1.1436749e-10  3.044087e-09    -1.6538088e-08  -1.2000897e-09  6.5573818e-10   -3.8054206e-09  -1.3721272e-11  1.06377e-11     -3.5360722e-10  -3.242371e-09   -1.9817491e-11  -1.2614086e-11  1.2652239e-09   0               -1.9817491e-11  1.2614086e-11   -3.5360722e-10  3.242371e-09    -1.3721272e-11  -1.06377e-11    6.5573818e-10   3.8054206e-09  
2.5            1.3372611e-07   1.6187028e-06   2.9183396e-09   -4.6943162e-12  1.1023153e-07   0               2.9183396e-09   4.6943162e-12   1.3372611e-07   -1.6187028e-06  2.1782353e-08   -1.705676e-09   1.7442892e-10   4.2923573e-09   5.6367877e-09   -1.3084117e-09  0               2.2379832e-09   -5.6367877e-09  -1.3084117e-09  -1.7442892e-10  4.2923573e-09   -2.1782353e-08  -1.705676e-09   9.8235554e-10   -5.3727465e-09  -1.9123764e-11  1.441622e-11    -5.3860696e-10  -4.5776462e-09  -2.9894605e-11  -1.8573269e-11  1.909819e-09    0               -2.9894605e-11  1.8573269e-11   -5.3860696e-10  4.5776462e-09   -1.9123764e-11  -1.441622e-11   9.8235554e-10   5.3727465e-09  
2.5            1.8096091e-07   2.0181294e-06   3.9077591e-09   -8.538836e-12   1.4920539e-07   0               3.9077591e-09   8.538836e-12    1.8096091e-07   -2.0181294e-06  2.9282859e-08   -2.4909851e-09  2.7271074e-10   6.1896643e-09   7.5829723e-09   -1.9044826e-09  0               3.2310425e-09   -7.5829723e-09  -1.9044826e-09  -2.7271074e-10  6.1896643e-09   -2.9282859e-08  -2.4909851e-09  1.5169921e-09   -7.7819856e-09  -3.31413e-11    2.6843561e-11   -8.4419092e-10  -6.6090824e-09  -5.1123921e-11  -3.2460875e-11  2.9743652e-09   0               -5.1123921e-11  3.2460875e-11   -8.4419092e-10  6.6090824e-09   -3.31413e-11    -2.6843561e-11  1.5169921e-09   7.7819856e-09  
2.5            2.5066397e-07   2.5603435e-06   5.3612347e-09   -9.5434927e-12  2.0675329e-07   0               5.3612347e-09   9.5434927e-12   2.5066397e-07   -2.5603435e-06  4.0295784e-08   -3.7317278e-09  4.544603e-10    9.3210618e-09   1.0433791e-08   -2.8650141e-09  0               4.8025231e-09   -1.0433791e-08  -2.8650141e-09  -4.544603e-10   9.3210618e-09   -4.0295784e-08  -3.7317278e-09  2.4262296e-09   -1.1610879e-08  -3.760272e-11   2.5262405e-11   -1.3848188e-09  -9.972724e-09   -6.9795277e-11  -4.1343786e-11  4.7957504e-09   0               -6.9795277e-11  4.1343786e-11   -1.3848188e-09  9.972724e-09    -3.760272e-11   -2.5262405e-11  2.4262296e-09   1.1610879e-08  
2.5            3.5690197e-07   3.3156363e-06   7.5479111e-09   -1.6951833e-11  2.9449929e-07   0               7.5479111e-09   1.6951833e-11   3.5690197e-07   -3.3156363e-06  5.702649e-08    -5.8112711e-09  7.5256369e-10   1.41853e-08     1.4774713e-08   -4.4472433e-09  0               7.386339e-09    -1.4774713e-08  -4.4472433e-09  -7.5256369e-10  1.41853e-08     -5.702649e-08   -5.8112711e-09  4.0491335e-09   -1.7937834e-08  -7.6057786e-11  5.8893204e-11   -2.3265419e-09  -1.5196804e-08  -1.2237322e-10  -7.2258467e-11  8.0685771e-09   0               -1.2237322e-10  7.2258467e-11   -2.3265419e-09  1.5196804e-08   -7.6057786e-11  -5.8893204e-11  4.0491335e-09   1.7937834e-08  
2.5            5.2501765e-07   4.3993025e-06   1.0961504e-08   -3.9345486e-11  4.334642e-07    0               1.0961504e-08   3.9345486e-11   5.2501765e-07   -4.3993025e-06  8.341229e-08    -9.4310864e-09  1.3263006e-09   2.2641386e-08   2.1650009e-08   -7.1763921e-09  0               1.1830719e-08   -2.1650009e-08  -7.1763921e-09  -1.3263006e-09  2.2641386e-08   -8.341229e-08   -9.4310864e-09  7.0925389e-09   -2.8886237e-08  -1.5002024e-10  1.2947428e-10   -4.1261854e-09  -2.4300908e-08  -2.5346077e-10  -1.5329766e-10  1.4251028e-08   0               -2.5346077e-10  1.5329766e-10   -4.1261854e-09  2.4300908e-08   -1.5002024e-10  -1.2947428e-10  7.0925389e-09   2.8886237e-08  
2.5            8.0335342e-07   6.0105042e-06   1.6552469e-08   -7.0846783e-11  6.6382144e-07   0               1.6552469e-08   7.0846783e-11   8.0335342e-07   -6.0105042e-06  1.2694653e-07   -1.6054512e-08  2.5559237e-09   3.8498898e-08   3.2990427e-08   -1.2199149e-08  0               1.9902077e-08   -3.2990427e-08  -1.2199149e-08  -2.5559237e-09  3.8498898e-08   -1.2694653e-07  -1.6054512e-08  1.3190752e-08   -4.8915435e-08  -2.6492008e-10  2.257199e-10    -7.8520379e-09  -4.1443698e-08  -4.7201422e-10  -2.7792651e-10  2.6720162e-08   0               -4.7201422e-10  2.7792651e-10   -7.8520379e-09  4.1443698e-08   -2.6492008e-10  -2.257199e-10   1.3190752e-08   4.8915435e-08  
2.5            1.2907182e-06   8.51467e-06     2.6241067e-08   -1.1850237e-10  1.067636e-06    0               2.6241067e-08   1.1850237e-10   1.2907182e-06   -8.51467e-06    2.0296165e-07   -2.9060142e-08  5.0532646e-09   6.8022485e-08   5.2811131e-08   -2.207735e-08   0               3.5566018e-08   -5.2811131e-08  -2.207735e-08   -5.0532646e-09  6.8022485e-08   -2.0296165e-07  -2.9060142e-08  2.6413441e-08   -8.8143304e-08  -4.8138857e-10  4.3152896e-10   -1.5809606e-08  -7.340311e-08   -9.100728e-10   -5.1024406e-10  5.3941417e-08   0               -9.100728e-10   5.1024406e-10   -1.5809606e-08  7.340311e-08    -4.8138857e-10  -4.3152896e-10  2.6413441e-08   8.8143304e-08  
2.5            2.2050595e-06   1.2622322e-05   4.3999528e-08   -2.6964257e-10  1.8269542e-06   0               4.3999528e-08   2.6964257e-10   2.2050595e-06   -1.2622322e-05  3.4535345e-07   -5.6947921e-08  1.1367696e-08   1.3180538e-07   9.0097001e-08   -4.3069593e-08  0               6.8610762e-08   -9.0097001e-08  -4.3069593e-08  -1.1367696e-08  1.3180538e-07   -3.4535345e-07  -5.6947921e-08  5.8088163e-08   -1.7187102e-07  -1.1386213e-09  1.0346455e-09   -3.5379067e-08  -1.4275898e-07  -2.0657595e-09  -1.1270355e-09  1.1958912e-07   0               -2.0657595e-09  1.1270355e-09   -3.5379067e-08  1.4275898e-07   -1.1386213e-09  -1.0346455e-09  5.8088163e-08   1.7187102e-07  
2.5            4.0819099e-06   1.9851222e-05   7.9957396e-08   -6.0433061e-10  3.3901229e-06   0               7.9957396e-08   6.0433061e-10   4.0819099e-06   -1.9851222e-05  6.3765985e-07   -1.2331626e-07  2.8176206e-08   2.8014069e-07   1.6738239e-07   -9.289783e-08   0               1.4623149e-07   -1.6738239e-07  -9.289783e-08   -2.8176206e-08  2.8014069e-07   -6.3765985e-07  -1.2331626e-07  1.4456758e-07   -3.7167255e-07  -2.2277527e-09  2.5729252e-09   -8.8656868e-08  -3.0462964e-07  -5.5790733e-09  -2.9346122e-09  2.998859e-07    0               -5.5790733e-09  2.9346122e-09   -8.8656868e-08  3.0462964e-07   -2.2277527e-09  -2.5729252e-09  1.4456758e-07   3.7167255e-07  
2.5            8.4239049e-06   3.3811947e-05   1.5948634e-07   -1.5824361e-09  7.025814e-06    0               1.5948634e-07   1.5824361e-09   8.4239049e-06   -3.3811947e-05  1.3158319e-06   -3.0735321e-07  8.362765e-08    6.8470252e-07   3.4768927e-07   -2.3050701e-07  0               3.5951365e-07   -3.4768927e-07  -2.3050701e-07  -8.362765e-08   6.8470252e-07   -1.3158319e-06  -3.0735321e-07  4.2488267e-07   -9.3116921e-07  -8.3108154e-09  8.8119665e-09   -2.6087446e-07  -7.4994682e-07  -1.4671985e-08  -6.3955196e-09  8.850134e-07    0               -1.4671985e-08  6.3955196e-09   -2.6087446e-07  7.4994682e-07   -8.3108154e-09  -8.8119665e-09  4.2488267e-07   9.3116921e-07  
2.9166667      7.7354446e-08   1.0900569e-06   1.7195508e-09   -3.6293189e-12  6.3744995e-08   0               1.7195508e-09   3.6293189e-12   7.7354446e-08   -1.0900569e-06  1.2828573e-08   -8.6389211e-10  7.619642e-11    2.2110219e-09   3.3206751e-09   -6.5950984e-10  0               1.1539367e-09   -3.3206751e-09  -6.5950984e-10  -7.619642e-11   2.2110219e-09   -1.2828573e-08  -8.6389211e-10  4.500043e-10    -2.7694224e-09  -1.1644315e-11  9.8340166e-12   -2.3851587e-10  -2.3583913e-09  -1.8129574e-11  -1.275544e-11   8.6026985e-10   0               -1.8129574e-11  1.275544e-11    -2.3851587e-10  2.3583913e-09   -1.1644315e-11  -9.8340166e-12  4.500043e-10    2.7694224e-09  
2.9166667      1.0079875e-07   1.3213797e-06   2.221464e-09    -3.1363774e-12  8.3078258e-08   0               2.221464e-09    3.1363774e-12   1.0079875e-07   -1.3213797e-06  1.660195e-08    -1.1994817e-09  1.1298802e-10   3.0478605e-09   4.2947619e-09   -9.2040215e-10  0               1.5893934e-09   -4.2947619e-09  -9.2040215e-10  -1.1298802e-10  3.0478605e-09   -1.660195e-08   -1.1994817e-09  6.5669654e-10   -3.8251147e-09  -1.3745347e-11  1.0661424e-11   -3.5341419e-10  -3.2543365e-09  -1.9849666e-11  -1.2648763e-11  1.2654816e-09   0               -1.9849666e-11  1.2648763e-11   -3.5341419e-10  3.2543365e-09   -1.3745347e-11  -1.0661424e-11  6.5669654e-10   3.8251147e-09  
2.9166667      1.3367686e-07   1.6230258e-06   2.9172521e-09   -4.6523146e-12  1.1019953e-07   0               2.9172521e-09   4.6523146e-12   1.3367686e-07   -1.6230258e-06  2.1871958e-08   -1.7046984e-09  1.7232336e-10   4.2979821e-09   5.6599535e-09   -1.307589e-09   0               2.2376015e-09   -5.6599535e-09  -1.307589e-09   -1.7232336e-10  4.2979821e-09   -2.1871958e-08  -1.7046984e-09  9.8383966e-10   -5.4023923e-09  -1.91584e-11    1.4447691e-11   -5.3830013e-10  -4.5956259e-09  -2.9947817e-11  -1.8606046e-11  1.9102266e-09   0               -2.9947817e-11  1.8606046e-11   -5.3830013e-10  4.5956259e-09   -1.91584e-11    -1.4447691e-11  9.8383966e-10   5.4023923e-09  
2.9166667      1.808929e-07    2.0238809e-06   3.9060548e-09   -8.4695234e-12  1.4916275e-07   0               3.9060548e-09   8.4695234e-12   1.808929e-07    -2.0238809e-06  2.9411719e-08   -2.489656e-09   2.6940159e-10   6.1982501e-09   7.6162999e-09   -1.9033317e-09  0               3.2303979e-09   -7.6162999e-09  -1.9033317e-09  -2.6940159e-10  6.1982501e-09   -2.9411719e-08  -2.489656e-09   1.519322e-09    -7.827966e-09   -3.3211231e-11  2.6924062e-11   -8.4376661e-10  -6.6368657e-09  -5.1224948e-11  -3.2556646e-11  2.9750608e-09   0               -5.1224948e-11  3.2556646e-11   -8.4376661e-10  6.6368657e-09   -3.3211231e-11  -2.6924062e-11  1.519322e-09    7.827966e-09   
2.9166667      2.505669e-07    2.5681631e-06   5.3584789e-09   -9.4076774e-12  2.06695e-07     0               5.3584789e-09   9.4076774e-12   2.505669e-07    -2.5681631e-06  4.0486389e-08   -3.7298405e-09  4.4904196e-10   9.3350091e-09   1.0483078e-08   -2.8633916e-09  0               4.8013966e-09   -1.0483078e-08  -2.8633916e-09  -4.4904196e-10  9.3350091e-09   -4.0486389e-08  -3.7298405e-09  2.4297567e-09   -1.1684686e-08  -3.7671709e-11  2.5358004e-11   -1.3841497e-09  -1.0017575e-08  -6.9930285e-11  -4.1504497e-11  4.7964676e-09   0               -6.9930285e-11  4.1504497e-11   -1.3841497e-09  1.0017575e-08   -3.7671709e-11  -2.5358004e-11  2.4297567e-09   1.1684686e-08  
2.9166667      3.5675821e-07   3.3265402e-06   7.5432433e-09   -1.6703213e-11  2.9441754e-07   0               7.5432433e-09   1.6703213e-11   3.5675821e-07   -3.3265402e-06  5.7317989e-08   -5.8081125e-09  7.4333317e-10   1.4207661e-08   1.4850118e-08   -4.4444767e-09  0               7.3842751e-09   -1.4850118e-08  -4.4444767e-09  -7.4333317e-10  1.4207661e-08   -5.7317989e-08  -5.8081125e-09  4.0560445e-09   -1.8061226e-08  -7.6232706e-11  5.9097647e-11   -2.3253456e-09  -1.5270923e-08  -1.2263987e-10  -7.2521765e-11  8.0711764e-09   0               -1.2263987e-10  7.2521765e-11   -2.3253456e-09  1.5270923e-08   -7.6232706e-11  -5.9097647e-11  4.0560445e-09   1.8061226e-08  
2.9166667      5.2479451e-07   4.4149647e-06   1.0953158e-08   -3.8890257e-11  4.3334575e-07   0               1.0953158e-08   3.8890257e-11   5.2479451e-07   -4.4149647e-06  8.3875942e-08   -9.4259384e-09  1.3096894e-09   2.2679373e-08   2.1770065e-08   -7.17168e-09    0               1.1826685e-08   -2.1770065e-08  -7.17168e-09    -1.3096894e-09  2.2679373e-08   -8.3875942e-08  -9.4259384e-09  7.1050555e-09   -2.9102695e-08  -1.5043533e-10  1.2993701e-10   -4.1239262e-09  -2.4429893e-08  -2.54097e-10    -1.5387784e-10  1.4255702e-08   0               -2.54097e-10    1.5387784e-10   -4.1239262e-09  2.4429893e-08   -1.5043533e-10  -1.2993701e-10  7.1050555e-09   2.9102695e-08  
2.9166667      8.0298639e-07   6.0338086e-06   1.6536662e-08   -6.9872821e-11  6.6364307e-07   0               1.6536662e-08   6.9872821e-11   8.0298639e-07   -6.0338086e-06  1.2771956e-07   -1.6045386e-08  2.5240461e-09   3.8569338e-08   3.3190728e-08   -1.2190648e-08  0               1.9893766e-08   -3.3190728e-08  -1.2190648e-08  -2.5240461e-09  3.8569338e-08   -1.2771956e-07  -1.6045386e-08  1.3215142e-08   -4.9318125e-08  -2.6567102e-10  2.2662791e-10   -7.8476792e-09  -4.1683762e-08  -4.7327939e-10  -2.7913629e-10  2.6729677e-08   0               -4.7327939e-10  2.7913629e-10   -7.8476792e-09  4.1683762e-08   -2.6567102e-10  -2.2662791e-10  1.3215142e-08   4.9318125e-08  
2.9166667      1.2900687e-06   8.5508627e-06   2.6208849e-08   -1.1613584e-10  1.0673551e-06   0               2.6208849e-08   1.1613584e-10   1.2900687e-06   -8.5508627e-06  2.0432702e-07   -2.9043177e-08  4.9871294e-09   6.8153672e-08   5.3165079e-08   -2.2061285e-08  0               3.5547094e-08   -5.3165079e-08  -2.2061285e-08  -4.9871294e-09  6.8153672e-08   -2.0432702e-07  -2.9043177e-08  2.6464323e-08   -8.8947602e-08  -4.828966e-10   4.3344493e-10   -1.5800947e-08  -7.3874017e-08  -9.1263744e-10  -5.1282858e-10  5.3961944e-08   0               -9.1263744e-10  5.1282858e-10   -1.5800947e-08  7.3874017e-08   -4.828966e-10   -4.3344493e-10  2.6464323e-08   8.8947602e-08  
2.9166667      2.2037902e-06   1.2681553e-05   4.3927123e-08   -2.6364728e-10  1.8264838e-06   0               4.3927123e-08   2.6364728e-10   2.2037902e-06   -1.2681553e-05  3.4794615e-07   -5.691268e-08   1.1215585e-08   1.3207903e-07   9.0770091e-08   -4.3035053e-08  0               6.8563126e-08   -9.0770091e-08  -4.3035053e-08  -1.1215585e-08  1.3207903e-07   -3.4794615e-07  -5.691268e-08   5.8211631e-08   -1.7363034e-07  -1.1423568e-09  1.0397069e-09   -3.5357917e-08  -1.4377803e-07  -2.0722821e-09  -1.1337339e-09  1.1964578e-07   0               -2.0722821e-09  1.1337339e-09   -3.5357917e-08  1.4377803e-07   -1.1423568e-09  -1.0397069e-09  5.8211631e-08   1.7363034e-07  
2.9166667      4.0790771e-06   1.9954743e-05   7.9771099e-08   -5.8575373e-10  3.3892708e-06   0               7.9771099e-08   5.8575373e-10   4.0790771e-06   -1.9954743e-05  6.430627e-07    -1.2322554e-07  2.7778294e-08   2.8075179e-07   1.6878641e-07   -9.2806336e-08  0               1.4609353e-07   -1.6878641e-07  -9.2806336e-08  -2.7778294e-08  2.8075179e-07   -6.430627e-07   -1.2322554e-07  1.4491998e-07   -3.7600471e-07  -2.2373607e-09  2.5844825e-09   -8.8592996e-08  -3.0707671e-07  -5.5972746e-09  -2.9531483e-09  3.0007082e-07   0               -5.5972746e-09  2.9531483e-09   -8.8592996e-08  3.0707671e-07   -2.2373607e-09  -2.5844825e-09  1.4491998e-07   3.7600471e-07  
2.9166667      8.4162932e-06   3.4008688e-05   1.5887585e-07   -1.5289651e-09  7.0240927e-06   0               1.5887585e-07   1.5289651e-09   8.4162932e-06   -3.4008688e-05  1.3286829e-06   -3.0706433e-07  8.2334868e-08   6.8634369e-07   3.5104254e-07   -2.3022799e-07  0               3.5912771e-07   -3.5104254e-07  -2.3022799e-07  -8.2334868e-08  6.8634369e-07   -1.3286829e-06  -3.0706433e-07  4.2614473e-07   -9.4388657e-07  -8.2197119e-09  8.8652347e-09   -2.6063818e-07  -7.5682397e-07  -1.4642101e-08  -6.4306872e-09  8.8577664e-07   0               -1.4642101e-08  6.4306872e-09   -2.6063818e-07  7.5682397e-07   -8.2197119e-09  -8.8652347e-09  4.2614473e-07   9.4388657e-07  
3.3333333      7.7326727e-08   1.0926328e-06   1.719054e-09    -3.6175765e-12  6.3726085e-08   0               1.719054e-09    3.6175765e-12   7.7326727e-08   -1.0926328e-06  1.2875043e-08   -8.6350318e-10  7.5246873e-11   2.2135977e-09   3.3326918e-09   -6.5917217e-10  0               1.153781e-09    -3.3326918e-09  -6.5917217e-10  -7.5246873e-11  2.2135977e-09   -1.2875043e-08  -8.6350318e-10  4.5059111e-10   -2.7828421e-09  -1.166533e-11   9.8578724e-12   -2.3842417e-10  -2.3665544e-09  -1.8160618e-11  -1.2794991e-11  8.6037161e-10   0               -1.8160618e-11  1.2794991e-11   -2.3842417e-10  2.3665544e-09   -1.166533e-11   -9.8578724e-12  4.5059111e-10   2.7828421e-09  
3.3333333      1.0076216e-07   1.3246869e-06   2.220733e-09    -3.1120664e-12  8.3053896e-08   0               2.220733e-09    3.1120664e-12   1.0076216e-07   -1.3246869e-06  1.6665759e-08   -1.1988934e-09  1.1157835e-10   3.0516247e-09   4.3112544e-09   -9.1990478e-10  0               1.5891544e-09   -4.3112544e-09  -9.1990478e-10  -1.1157835e-10  3.0516247e-09   -1.6665759e-08  -1.1988934e-09  6.5766226e-10   -3.8447979e-09  -1.3769134e-11  1.068505e-11    -3.5323074e-10  -3.2662912e-09  -1.9881655e-11  -1.2684255e-11  1.2657323e-09   0               -1.9881655e-11  1.2684255e-11   -3.5323074e-10  3.2662912e-09   -1.3769134e-11  -1.068505e-11   6.5766226e-10   3.8447979e-09  
3.3333333      1.3362744e-07   1.6273426e-06   2.9161459e-09   -4.6096654e-12  1.1016758e-07   0               2.9161459e-09   4.6096654e-12   1.3362744e-07   -1.6273426e-06  2.1961481e-08   -1.7037317e-09  1.7016835e-10   4.3035918e-09   5.6830971e-09   -1.3067754e-09  0               2.2372117e-09   -5.6830971e-09  -1.3067754e-09  -1.7016835e-10  4.3035918e-09   -2.1961481e-08  -1.7037317e-09  9.8535281e-10   -5.432018e-09   -1.919268e-11   1.4480969e-11   -5.3799623e-10  -4.6135875e-09  -3.00006e-11    -1.8647242e-11  1.9106352e-09   0               -3.00006e-11    1.8647242e-11   -5.3799623e-10  4.6135875e-09   -1.919268e-11   -1.4480969e-11  9.8535281e-10   5.432018e-09   
3.3333333      1.8082459e-07   2.0296227e-06   3.9043215e-09   -8.3975315e-12  1.4912017e-07   0               3.9043215e-09   8.3975315e-12   1.8082459e-07   -2.0296227e-06  2.9540438e-08   -2.4882834e-09  2.6600779e-10   6.2068051e-09   7.649591e-09    -1.9021481e-09  0               3.2297374e-09   -7.649591e-09   -1.9021481e-09  -2.6600779e-10  6.2068051e-09   -2.9540438e-08  -2.4882834e-09  1.521699e-09    -7.8739126e-09  -3.3280934e-11  2.7004985e-11   -8.4333809e-10  -6.6646175e-09  -5.1325812e-11  -3.2652439e-11  2.9757454e-09   0               -5.1325812e-11  3.2652439e-11   -8.4333809e-10  6.6646175e-09   -3.3280934e-11  -2.7004985e-11  1.521699e-09    7.8739126e-09  
3.3333333      2.5046932e-07   2.5759671e-06   5.3556725e-09   -9.2667217e-12  2.0663684e-07   0               5.3556725e-09   9.2667217e-12   2.5046932e-07   -2.5759671e-06  4.0676747e-08   -3.7279433e-09  4.4347836e-10   9.3488949e-09   1.0532301e-08   -2.8617634e-09  0               4.8002375e-09   -1.0532301e-08  -2.8617634e-09  -4.4347836e-10  9.3488949e-09   -4.0676747e-08  -3.7279433e-09  2.4334369e-09   -1.1758432e-08  -3.774143e-11   2.5451352e-11   -1.3834652e-09  -1.0062368e-08  -7.006555e-11   -4.1653504e-11  4.7972613e-09   0               -7.006555e-11   4.1653504e-11   -1.3834652e-09  1.0062368e-08   -3.774143e-11   -2.5451352e-11  2.4334369e-09   1.1758432e-08  
3.3333333      3.5661346e-07   3.3374175e-06   7.538482e-09    -1.6444407e-11  2.9433598e-07   0               7.538482e-09    1.6444407e-11   3.5661346e-07   -3.3374175e-06  5.7609032e-08   -5.8049348e-09  7.3382511e-10   1.4229894e-08   1.4925403e-08   -4.441699e-09   0               7.3821468e-09   -1.4925403e-08  -4.441699e-09   -7.3382511e-10  1.4229894e-08   -5.7609032e-08  -5.8049348e-09  4.0629793e-09   -1.8184487e-08  -7.6408802e-11  5.9304189e-11   -2.3241322e-09  -1.5344919e-08  -1.2290603e-10  -7.2785136e-11  8.0735073e-09   0               -1.2290603e-10  7.2785136e-11   -2.3241322e-09  1.5344919e-08   -7.6408802e-11  -5.9304189e-11  4.0629793e-09   1.8184487e-08  
3.3333333      5.2456938e-07   4.4305798e-06   1.094463e-08    -3.8412732e-11  4.3322762e-07   0               1.094463e-08    3.8412732e-11   5.2456938e-07   -4.4305798e-06  8.43387e-08     -9.4207314e-09  1.292538e-09    2.271709e-08    2.1889891e-08   -7.1669305e-09  0               1.1822515e-08   -2.1889891e-08  -7.1669305e-09  -1.292538e-09   2.271709e-08    -8.43387e-08    -9.4207314e-09  7.1179229e-09   -2.9318868e-08  -1.5085178e-10  1.303968e-10    -4.1216256e-09  -2.4558618e-08  -2.5473155e-10  -1.5444159e-10  1.4260333e-08   0               -2.5473155e-10  1.5444159e-10   -4.1216256e-09  2.4558618e-08   -1.5085178e-10  -1.303968e-10   7.1179229e-09   2.9318868e-08  
3.3333333      8.0261503e-07   6.0570243e-06   1.6520474e-08   -6.8845449e-11  6.6346528e-07   0               1.6520474e-08   6.8845449e-11   8.0261503e-07   -6.0570243e-06  1.284907e-07    -1.6036108e-08  2.4910305e-09   3.8639199e-08   3.3390548e-08   -1.2182048e-08  0               1.9885158e-08   -3.3390548e-08  -1.2182048e-08  -2.4910305e-09  3.8639199e-08   -1.284907e-07   -1.6036108e-08  1.3240363e-08   -4.9720186e-08  -2.664251e-10   2.2755479e-10   -7.8432255e-09  -4.1923217e-08  -4.7454223e-10  -2.8036353e-10  2.673923e-08    0               -4.7454223e-10  2.8036353e-10   -7.8432255e-09  4.1923217e-08   -2.664251e-10   -2.2755479e-10  1.3240363e-08   4.9720186e-08  
3.3333333      1.2894089e-06   8.5868754e-06   2.6175765e-08   -1.1363486e-10  1.0670755e-06   0               2.6175765e-08   1.1363486e-10   1.2894089e-06   -8.5868754e-06  2.0568808e-07   -2.9025883e-08  4.9183226e-09   6.8283277e-08   5.3517922e-08   -2.2045014e-08  0               3.5527381e-08   -5.3517922e-08  -2.2045014e-08  -4.9183226e-09  6.8283277e-08   -2.0568808e-07  -2.9025883e-08  2.6517209e-08   -8.9750255e-08  -4.8440749e-10  4.3533003e-10   -1.5791993e-08  -7.4343357e-08  -9.1519643e-10  -5.1524508e-10  5.3982665e-08   0               -9.1519643e-10  5.1524508e-10   -1.5791993e-08  7.4343357e-08   -4.8440749e-10  -4.3533003e-10  2.6517209e-08   8.9750255e-08  
3.3333333      2.2024947e-06   1.2740383e-05   4.3852503e-08   -2.5727999e-10  1.8260167e-06   0               4.3852503e-08   2.5727999e-10   2.2024947e-06   -1.2740383e-05  3.5052783e-07   -5.6876682e-08  1.1056523e-08   1.3234798e-07   9.1440329e-08   -4.300011e-08   0               6.851321e-08    -9.1440329e-08  -4.300011e-08   -1.1056523e-08  1.3234798e-07   -3.5052783e-07  -5.6876682e-08  5.8339916e-08   -1.7538491e-07  -1.1460707e-09  1.0447372e-09   -3.5336336e-08  -1.4479232e-07  -2.0787887e-09  -1.1401688e-09  1.1970278e-07   0               -2.0787887e-09  1.1401688e-09   -3.5336336e-08  1.4479232e-07   -1.1460707e-09  -1.0447372e-09  5.8339916e-08   1.7538491e-07  
3.3333333      4.0761644e-06   2.0057251e-05   7.9578171e-08   -5.6581956e-10  3.3884273e-06   0               7.9578171e-08   5.6581956e-10   4.0761644e-06   -2.0057251e-05  6.4843286e-07   -1.2313349e-07  2.7359815e-08   2.813467e-07    1.7018182e-07   -9.2714176e-08  0               1.4594766e-07   -1.7018182e-07  -9.2714176e-08  -2.7359815e-08  2.813467e-07    -6.4843286e-07  -1.2313349e-07  1.4528791e-07   -3.8032019e-07  -2.2470441e-09  2.5958739e-09   -8.8528031e-08  -3.0950714e-07  -5.6153722e-09  -2.9714334e-09  3.0025849e-07   0               -5.6153722e-09  2.9714334e-09   -8.8528031e-08  3.0950714e-07   -2.2470441e-09  -2.5958739e-09  1.4528791e-07   3.8032019e-07  
