# File created on Thu Feb 26 18:02:13 2026
#
# time         R02m-02         I02m-02         R02m-01         I02m-01         R02m000         I02m000         R02m001         I02m001         R02m002         I02m002         R03m-03         I03m-03         R03m-02         I03m-02         R03m-01         I03m-01         R03m000         I03m000         R03m001         I03m001         R03m002         I03m002         R03m003         I03m003         R04m-04         I04m-04         R04m-03         I04m-03         R04m-02         I04m-02         R04m-01         I04m-01         R04m000         I04m000         R04m001         I04m001         R04m002         I04m002         R04m003         I04m003         R04m004         I04m004         
0.83333333     8.4517326e-06   3.2997472e-05   1.6163349e-07   -1.7356941e-09  7.0329475e-06   0               1.6163349e-07   1.7356941e-09   8.4517326e-06   -3.2997472e-05  1.2634816e-06   -3.0850365e-07  8.808378e-08    6.7759608e-07   3.3405883e-07   -2.3164491e-07  0               3.6089093e-07   -3.3405883e-07  -2.3164491e-07  -8.808378e-08   6.7759608e-07   -1.2634816e-06  -3.0850365e-07  4.2031093e-07   -8.7976902e-07  -8.5253418e-09  8.6348643e-09   -2.6196009e-07  -7.2183872e-07  -1.4602159e-08  -6.3273292e-09  8.8212849e-07   0               -1.4602159e-08  6.3273292e-09   -2.6196009e-07  7.2183872e-07   -8.5253418e-09  -8.6348643e-09  4.2031093e-07   8.7976902e-07  
1.25           7.7464805e-08   1.079726e-06    1.7214693e-09   -3.6734646e-12  6.3820913e-08   0               1.7214693e-09   3.6734646e-12   7.7464805e-08   -1.079726e-06   1.2642372e-08   -8.6555349e-10  7.980438e-11    2.2006575e-09   3.2725251e-09   -6.609442e-10   0               1.1545247e-09   -3.2725251e-09  -6.609442e-10   -7.980438e-11   2.2006575e-09   -1.2642372e-08  -8.6555349e-10  4.4766067e-10   -2.7156719e-09  -1.1559264e-11  9.7273794e-12   -2.3894707e-10  -2.3256851e-09  -1.8004376e-11  -1.2575543e-11  8.5975431e-10   0               -1.8004376e-11  1.2575543e-11   -2.3894707e-10  2.3256851e-09   -1.1559264e-11  -9.7273794e-12  4.4766067e-10   2.7156719e-09  
1.25           1.0094422e-07   1.3081107e-06   2.2242736e-09   -3.2312508e-12  8.3176076e-08   0               2.2242736e-09   3.2312508e-12   1.0094422e-07   -1.3081107e-06  1.6346205e-08   -1.2019819e-09  1.1832992e-10   3.032716e-09    4.2286573e-09   -9.2250776e-10  0               1.5903024e-09   -4.2286573e-09  -9.2250776e-10  -1.1832992e-10  3.032716e-09    -1.6346205e-08  -1.2019819e-09  6.5294408e-10   -3.7462712e-09  -1.3647465e-11  1.0559846e-11   -3.5420157e-10  -3.206414e-09   -1.9718716e-11  -1.2508097e-11  1.2644252e-09   0               -1.9718716e-11  1.2508097e-11   -3.5420157e-10  3.206414e-09    -1.3647465e-11  -1.0559846e-11  6.5294408e-10   3.7462712e-09  
1.25           1.3387283e-07   1.6056975e-06   2.9214964e-09   -4.8153109e-12  1.1032775e-07   0               2.9214964e-09   4.8153109e-12   1.3387283e-07   -1.6056975e-06  2.1513051e-08   -1.7085329e-09  1.8045551e-10   4.2753911e-09   5.5671622e-09   -1.3108239e-09  0               2.2390794e-09   -5.5671622e-09  -1.3108239e-09  -1.8045551e-10  4.2753911e-09   -2.1513051e-08  -1.7085329e-09  9.7809969e-10   -5.2836955e-09  -1.9017619e-11  1.4318631e-11   -5.395052e-10   -4.5236037e-09  -2.9732948e-11  -1.8478714e-11  1.9085987e-09   0               -2.9732948e-11  1.8478714e-11   -5.395052e-10   4.5236037e-09   -1.9017619e-11  -1.4318631e-11  9.7809969e-10   5.2836955e-09  
1.25           1.8116321e-07   2.0008185e-06   3.9127054e-09   -8.7305006e-12  1.4933367e-07   0               3.9127054e-09   8.7305006e-12   1.8116321e-07   -2.0008185e-06  2.8895465e-08   -2.4947958e-09  2.8215251e-10   6.1637207e-09   7.4827774e-09   -1.9078056e-09  0               3.2328806e-09   -7.4827774e-09  -1.9078056e-09  -2.8215251e-10  6.1637207e-09   -2.8895465e-08  -2.4947958e-09  1.5103017e-09   -7.6438539e-09  -3.2930868e-11  2.6607402e-11   -8.454543e-10   -6.5255521e-09  -5.0819789e-11  -3.2171374e-11  2.9722632e-09   0               -5.0819789e-11  3.2171374e-11   -8.454543e-10   6.5255521e-09   -3.2930868e-11  -2.6607402e-11  1.5103017e-09   7.6438539e-09  
1.25           2.5095219e-07   2.5367935e-06   5.3692091e-09   -9.9208029e-12  2.0692881e-07   0               5.3692091e-09   9.9208029e-12   2.5095219e-07   -2.5367935e-06  3.9722539e-08   -3.737476e-09   4.6986109e-10   9.2788651e-09   1.0285551e-08   -2.8699595e-09  0               4.8057166e-09   -1.0285551e-08  -2.8699595e-09  -4.6986109e-10  9.2788651e-09   -3.9722539e-08  -3.737476e-09   2.4159249e-09   -1.1389093e-08  -3.7398447e-11  2.498533e-11    -1.3868359e-09  -9.8378268e-09  -6.9384427e-11  -4.0860165e-11  4.7931801e-09   0               -6.9384427e-11  4.0860165e-11   -1.3868359e-09  9.8378268e-09   -3.7398447e-11  -2.498533e-11   2.4159249e-09   1.1389093e-08  
1.25           3.5732764e-07   3.2827711e-06   7.5613794e-09   -1.7637831e-11  2.9474562e-07   0               7.5613794e-09   1.7637831e-11   3.5732764e-07   -3.2827711e-06  5.6149354e-08   -5.8206548e-09  7.786679e-10    1.4117479e-08   1.4547811e-08   -4.4554918e-09  0               7.3921614e-09   -1.4547811e-08  -4.4554918e-09  -7.786679e-10   1.4117479e-08   -5.6149354e-08  -5.8206548e-09  4.0290183e-09   -1.756691e-08   -7.5540316e-11  5.8303552e-11   -2.3301546e-09  -1.4973736e-08  -1.2156872e-10  -7.1498771e-11  8.0601849e-09   0               -1.2156872e-10  7.1498771e-11   -2.3301546e-09  1.4973736e-08   -7.5540316e-11  -5.8303552e-11  4.0290183e-09   1.756691e-08   
1.25           5.2567565e-07   4.3520443e-06   1.0985516e-08   -4.0578237e-11  4.3382138e-07   0               1.0985516e-08   4.0578237e-11   5.2567565e-07   -4.3520443e-06  8.2016185e-08   -9.4462818e-09  1.3730203e-09   2.2525842e-08   2.1288507e-08   -7.1903833e-09  0               1.1842027e-08   -2.1288507e-08  -7.1903833e-09  -1.3730203e-09  2.2525842e-08   -8.2016185e-08  -9.4462818e-09  7.0570204e-09   -2.8235228e-08  -1.4879067e-10  1.2807783e-10   -4.1328119e-09  -2.3912453e-08  -2.5155818e-10  -1.5146337e-10  1.4236968e-08   0               -2.5155818e-10  1.5146337e-10   -4.1328119e-09  2.3912453e-08   -1.4879067e-10  -1.2807783e-10  7.0570204e-09   2.8235228e-08  
1.25           8.0442976e-07   5.9400806e-06   1.6597754e-08   -7.3451387e-11  6.6435974e-07   0               1.6597754e-08   7.3451387e-11   8.0442976e-07   -5.9400806e-06  1.246167e-07    -1.6081122e-08  2.645032e-09    3.8284276e-08   3.2386754e-08   -1.2224171e-08  0               1.9925296e-08   -3.2386754e-08  -1.2224171e-08  -2.645032e-09   3.8284276e-08   -1.246167e-07   -1.6081122e-08  1.3122204e-08   -4.7703811e-08  -2.6269547e-10  2.2307414e-10   -7.8647607e-09  -4.072004e-08   -4.6822743e-10  -2.7426974e-10  2.6691939e-08   0               -4.6822743e-10  2.7426974e-10   -7.8647607e-09  4.072004e-08    -2.6269547e-10  -2.2307414e-10  1.3122204e-08   4.7703811e-08  
1.25           1.2926105e-06   8.4050599e-06   2.633283e-08    -1.2483682e-10  1.068486e-06    0               2.633283e-08    1.2483682e-10   1.2926105e-06   -8.4050599e-06  1.9884099e-07   -2.9109752e-08  5.2364204e-09   6.7619879e-08   5.1742968e-08   -2.2124835e-08  0               3.5618311e-08   -5.1742968e-08  -2.2124835e-08  -5.2364204e-09  6.7619879e-08   -1.9884099e-07  -2.9109752e-08  2.6270891e-08   -8.5721109e-08  -4.768885e-10   4.2574274e-10   -1.5835022e-08  -7.1981396e-08  -9.0235718e-10  -5.0185986e-10  5.3880412e-08   0               -9.0235718e-10  5.0185986e-10   -1.5835022e-08  7.1981396e-08   -4.768885e-10   -4.2574274e-10  2.6270891e-08   8.5721109e-08  
1.25           2.2087217e-06   1.2442339e-05   4.420422e-08    -2.8552231e-10  1.8283842e-06   0               4.420422e-08    2.8552231e-10   2.2087217e-06   -1.2442339e-05  3.3751294e-07   -5.7051865e-08  1.1784987e-08   1.30958e-07     8.8061457e-08   -4.3172915e-08  0               6.8740844e-08   -8.8061457e-08  -4.3172915e-08  -1.1784987e-08  1.30958e-07     -3.3751294e-07  -5.7051865e-08  5.7741982e-08   -1.6656591e-07  -1.1273092e-09  1.019497e-09    -3.5442427e-08  -1.3967457e-07  -2.0460726e-09  -1.1062647e-09  1.1941916e-07   0               -2.0460726e-09  1.1062647e-09   -3.5442427e-08  1.3967457e-07   -1.1273092e-09  -1.019497e-09   5.7741982e-08   1.6656591e-07  
1.25           4.0899657e-06   1.9534941e-05   8.0479577e-08   -6.5286946e-10  3.3927272e-06   0               8.0479577e-08   6.5286946e-10   4.0899657e-06   -1.9534941e-05  6.2126774e-07   -1.2357636e-07  2.9254055e-08   2.7821646e-07   1.6312219e-07   -9.3165314e-08  0               1.4660169e-07   -1.6312219e-07  -9.3165314e-08  -2.9254055e-08  2.7821646e-07   -6.2126774e-07  -1.2357636e-07  1.4359983e-07   -3.5858315e-07  -2.1993986e-09  2.5372689e-09   -8.884341e-08   -2.9719528e-07  -5.5244382e-09  -2.8767264e-09  2.9935329e-07   0               -5.5244382e-09  2.8767264e-09   -8.884341e-08   2.9719528e-07   -2.1993986e-09  -2.5372689e-09  1.4359983e-07   3.5858315e-07  
1.25           8.445144e-06    3.3204986e-05   1.6114163e-07   -1.7091386e-09  7.0311371e-06   0               1.6114163e-07   1.7091386e-09   8.445144e-06    -3.3204986e-05  1.2766998e-06   -3.0823003e-07  8.7070166e-08   6.7944785e-07   3.3749941e-07   -2.3136598e-07  0               3.6056526e-07   -3.3749941e-07  -2.3136598e-07  -8.7070166e-08  6.7944785e-07   -1.2766998e-06  -3.0823003e-07  4.2136043e-07   -8.9267516e-07  -8.4995863e-09  8.6757624e-09   -2.6168753e-07  -7.2895447e-07  -1.4644125e-08  -6.3410993e-09  8.8280417e-07   0               -1.4644125e-08  6.3410993e-09   -2.6168753e-07  7.2895447e-07   -8.4995863e-09  -8.6757624e-09  4.2136043e-07   8.9267516e-07  
1.6666667      7.7437292e-08   1.0823128e-06   1.7210002e-09   -3.6626884e-12  6.3801894e-08   0               1.7210002e-09   3.6626884e-12   7.7437292e-08   -1.0823128e-06  1.268897e-08    -8.6512082e-10  7.8930187e-11   2.2032578e-09   3.2845748e-09   -6.6057189e-10  0               1.1543822e-09   -3.2845748e-09  -6.6057189e-10  -7.8930187e-11  2.2032578e-09   -1.268897e-08   -8.6512082e-10  4.4824922e-10   -2.7291204e-09  -1.1580823e-11  9.7544843e-12   -2.3882966e-10  -2.3338706e-09  -1.8036023e-11  -1.2619704e-11  8.5990428e-10   0               -1.8036023e-11  1.2619704e-11   -2.3882966e-10  2.3338706e-09   -1.1580823e-11  -9.7544843e-12  4.4824922e-10   2.7291204e-09  
1.6666667      1.0090799e-07   1.3114338e-06   2.2235881e-09   -3.2078038e-12  8.3151575e-08   0               2.2235881e-09   3.2078038e-12   1.0090799e-07   -1.3114338e-06  1.6410215e-08   -1.2013466e-09  1.1703808e-10   3.0365144e-09   4.2452032e-09   -9.2197301e-10  0               1.5900817e-09   -4.2452032e-09  -9.2197301e-10  -1.1703808e-10  3.0365144e-09   -1.6410215e-08  -1.2013466e-09  6.5385807e-10   -3.7659987e-09  -1.367232e-11   1.0587015e-11   -3.5400488e-10  -3.2184093e-09  -1.9752074e-11  -1.2544028e-11  1.2646937e-09   0               -1.9752074e-11  1.2544028e-11   -3.5400488e-10  3.2184093e-09   -1.367232e-11   -1.0587015e-11  6.5385807e-10   3.7659987e-09  
1.6666667      1.3382409e-07   1.6100385e-06   2.920461e-09    -4.7760391e-12  1.1029564e-07   0               2.920461e-09    4.7760391e-12   1.3382409e-07   -1.6100385e-06  2.1602898e-08   -1.7076027e-09  1.7849427e-10   4.2810621e-09   5.5903914e-09   -1.3100364e-09  0               2.2387222e-09   -5.5903914e-09  -1.3100364e-09  -1.7849427e-10  4.2810621e-09   -2.1602898e-08  -1.7076027e-09  9.7948506e-10   -5.3133973e-09  -1.905326e-11   1.4352834e-11   -5.39212e-10    -4.5416346e-09  -2.9787107e-11  -1.8513972e-11  1.9090064e-09   0               -2.9787107e-11  1.8513972e-11   -5.39212e-10    4.5416346e-09   -1.905326e-11   -1.4352834e-11  9.7948506e-10   5.3133973e-09  
1.6666667      1.8109604e-07   2.006598e-06    3.9110839e-09   -8.6692716e-12  1.4929084e-07   0               3.9110839e-09   8.6692716e-12   1.8109604e-07   -2.006598e-06   2.902473e-08    -2.4935417e-09  2.7908429e-10   6.1723995e-09   7.5162103e-09   -1.9067095e-09  0               3.2322838e-09   -7.5162103e-09  -1.9067095e-09  -2.7908429e-10  6.1723995e-09   -2.902473e-08   -2.4935417e-09  1.5124823e-09   -7.6899286e-09  -3.3001098e-11  2.6685221e-11   -8.4503202e-10  -6.5534249e-09  -5.0921341e-11  -3.2268682e-11  2.9729631e-09   0               -5.0921341e-11  3.2268682e-11   -8.4503202e-10  6.5534249e-09   -3.3001098e-11  -2.6685221e-11  1.5124823e-09   7.6899286e-09  
1.6666667      2.508566e-07    2.5446584e-06   5.366599e-09    -9.7998339e-12  2.0687019e-07   0               5.366599e-09    9.7998339e-12   2.508566e-07    -2.5446584e-06  3.9913853e-08   -3.7355391e-09  4.6486814e-10   9.292988e-09    1.0335027e-08   -2.8682931e-09  0               4.8046819e-09   -1.0335027e-08  -2.8682931e-09  -4.6486814e-10  9.292988e-09    -3.9913853e-08  -3.7355391e-09  2.4193637e-09   -1.1463081e-08  -3.7466377e-11  2.5074454e-11   -1.3861529e-09  -9.8828493e-09  -6.9522836e-11  -4.1016221e-11  4.7941729e-09   0               -6.9522836e-11  4.1016221e-11   -1.3861529e-09  9.8828493e-09   -3.7466377e-11  -2.5074454e-11  2.4193637e-09   1.1463081e-08  
1.6666667      3.5718666e-07   3.2937513e-06   7.5569774e-09   -1.7418787e-11  2.9466333e-07   0               7.5569774e-09   1.7418787e-11   3.5718666e-07   -3.2937513e-06  5.6442162e-08   -5.8175438e-09  7.7022358e-10   1.4140207e-08   1.4623558e-08   -4.4527519e-09  0               7.3902794e-09   -1.4623558e-08  -4.4527519e-09  -7.7022358e-10  1.4140207e-08   -5.6442162e-08  -5.8175438e-09  4.0355458e-09   -1.7690674e-08  -7.571193e-11   5.8496913e-11   -2.3289399e-09  -1.5048209e-08  -1.218376e-10   -7.1748348e-11  8.0629415e-09   0               -1.218376e-10   7.1748348e-11   -2.3289399e-09  1.5048209e-08   -7.571193e-11   -5.8496913e-11  4.0355458e-09   1.7690674e-08  
1.6666667      5.2545816e-07   4.3678413e-06   1.0977679e-08   -4.0188917e-11  4.3370201e-07   0               1.0977679e-08   4.0188917e-11   5.2545816e-07   -4.3678413e-06  8.2482391e-08   -9.4412509e-09  1.3579533e-09   2.2564616e-08   2.1409224e-08   -7.1857384e-09  0               1.1838387e-08   -2.1409224e-08  -7.1857384e-09  -1.3579533e-09  2.2564616e-08   -8.2482391e-08  -9.4412509e-09  7.0685268e-09   -2.8452496e-08  -1.4919814e-10  1.2854223e-10   -4.1306162e-09  -2.4042182e-08  -2.5219003e-10  -1.520857e-10   1.4241634e-08   0               -2.5219003e-10  1.520857e-10    -4.1306162e-09  2.4042182e-08   -1.4919814e-10  -1.2854223e-10  7.0685268e-09   2.8452496e-08  
1.6666667      8.0407495e-07   5.9636381e-06   1.6583006e-08   -7.2633459e-11  6.6417977e-07   0               1.6583006e-08   7.2633459e-11   8.0407495e-07   -5.9636381e-06  1.2539506e-07   -1.6072354e-08  2.6163895e-09   3.8356349e-08   3.258843e-08    -1.221589e-08   0               1.9917836e-08   -3.258843e-08   -1.221589e-08   -2.6163895e-09  3.8356349e-08   -1.2539506e-07  -1.6072354e-08  1.3144314e-08   -4.8108258e-08  -2.6343361e-10  2.2394732e-10   -7.86055e-09    -4.096182e-08   -4.6948751e-10  -2.7550292e-10  2.6701257e-08   0               -4.6948751e-10  2.7550292e-10   -7.86055e-09    4.096182e-08    -2.6343361e-10  -2.2394732e-10  1.3144314e-08   4.8108258e-08  
1.6666667      1.2919887e-06   8.4417638e-06   2.6303035e-08   -1.2284634e-10  1.0682014e-06   0               2.6303035e-08   1.2284634e-10   1.2919887e-06   -8.4417638e-06  2.0021851e-07   -2.9093355e-08  5.177825e-09    6.775554e-08    5.2100047e-08   -2.2109069e-08  0               3.5601599e-08   -5.2100047e-08  -2.2109069e-08  -5.177825e-09   6.775554e-08    -2.0021851e-07  -2.9093355e-08  2.6316924e-08   -8.6530007e-08  -4.7838685e-10  4.2765423e-10   -1.5826512e-08  -7.2456762e-08  -9.0493155e-10  -5.0468521e-10  5.3900722e-08   0               -9.0493155e-10  5.0468521e-10   -1.5826512e-08  7.2456762e-08   -4.7838685e-10  -4.2765423e-10  2.6316924e-08   8.6530007e-08  
1.6666667      2.2075243e-06   1.2502703e-05   4.413801e-08    -2.8056618e-10  1.8279046e-06   0               4.413801e-08    2.8056618e-10   2.2075243e-06   -1.2502703e-05  3.4013651e-07   -5.7017356e-08  1.1652137e-08   1.3124469e-07   8.8742597e-08   -4.3138408e-08  0               6.8699534e-08   -8.8742597e-08  -4.3138408e-08  -1.1652137e-08  1.3124469e-07   -3.4013651e-07  -5.7017356e-08  5.7853542e-08   -1.6833867e-07  -1.131094e-09   1.0245144e-09   -3.5421197e-08  -1.4070711e-07  -2.0526477e-09  -1.1132041e-09  1.1947575e-07   0               -2.0526477e-09  1.1132041e-09   -3.5421197e-08  1.4070711e-07   -1.131094e-09   -1.0245144e-09  5.7853542e-08   1.6833867e-07  
1.6666667      4.087351e-06    1.9641286e-05   8.031142e-08    -6.3788997e-10  3.3918518e-06   0               8.031142e-08    6.3788997e-10   4.087351e-06    -1.9641286e-05  6.2676103e-07   -1.2349199e-07  2.8913357e-08   2.7887248e-07   1.6454994e-07   -9.3077517e-08  0               1.4648505e-07   -1.6454994e-07  -9.3077517e-08  -2.8913357e-08  2.7887248e-07   -6.2676103e-07  -1.2349199e-07  1.439085e-07    -3.6296088e-07  -2.2088792e-09  2.5492007e-09   -8.8782075e-08  -2.9968824e-07  -5.5427263e-09  -2.8963283e-09  2.9952768e-07   0               -5.5427263e-09  2.8963283e-09   -8.8782075e-08  2.9968824e-07   -2.2088792e-09  -2.5492007e-09  1.439085e-07    3.6296088e-07  
1.6666667      8.4383183e-06   3.340998e-05    1.6061761e-07   -1.6749737e-09  7.0293406e-06   0               1.6061761e-07   1.6749737e-09   8.4383183e-06   -3.340998e-05   1.2898342e-06   -3.0794084e-07  8.5991742e-08   6.8125407e-07   3.4091801e-07   -2.3107936e-07  0               3.6022962e-07   -3.4091801e-07  -2.3107936e-07  -8.5991742e-08  6.8125407e-07   -1.2898342e-06  -3.0794084e-07  4.2250047e-07   -9.0555245e-07  -8.450966e-09   8.71729e-09     -2.614076e-07   -7.3601145e-07  -1.4669173e-08  -6.3526736e-09  8.835414e-07    0               -1.4669173e-08  6.3526736e-09   -2.614076e-07   7.3601145e-07   -8.450966e-09   -8.71729e-09    4.2250047e-07   9.0555245e-07  
2.0833333      7.7409727e-08   1.0848969e-06   1.7205241e-09   -3.6517232e-12  6.37829e-08     0               1.7205241e-09   3.6517232e-12   7.7409727e-08   -1.0848969e-06  1.2735536e-08   -8.6469883e-10  7.8037687e-11   2.2058519e-09   3.2966165e-09   -6.6020804e-10  0               1.1542369e-09   -3.2966165e-09  -6.6020804e-10  -7.8037687e-11  2.2058519e-09   -1.2735536e-08  -8.6469883e-10  4.4883644e-10   -2.7425616e-09  -1.160216e-11   9.7817983e-12   -2.3871807e-10  -2.3420498e-09  -1.8067395e-11  -1.266582e-11   8.6004039e-10   0               -1.8067395e-11  1.266582e-11    -2.3871807e-10  2.3420498e-09   -1.160216e-11   -9.7817983e-12  4.4883644e-10   2.7425616e-09  
2.0833333      1.0087167e-07   1.3147531e-06   2.2228915e-09   -3.1841189e-12  8.3127101e-08   0               2.2228915e-09   3.1841189e-12   1.0087167e-07   -1.3147531e-06  1.6474177e-08   -1.2007135e-09  1.1571738e-10   3.0403048e-09   4.2617361e-09   -9.2144027e-10  0               1.5898567e-09   -4.2617361e-09  -9.2144027e-10  -1.1571738e-10  3.0403048e-09   -1.6474177e-08  -1.2007135e-09  6.5479066e-10   -3.7857153e-09  -1.3696933e-11  1.0613013e-11   -3.5380557e-10  -3.2303952e-09  -1.9785e-11     -1.257936e-11   1.2649607e-09   0               -1.9785e-11     1.257936e-11    -3.5380557e-10  3.2303952e-09   -1.3696933e-11  -1.0613013e-11  6.5479066e-10   3.7857153e-09  
2.0833333      1.3377519e-07   1.6143736e-06   2.919409e-09    -4.7356136e-12  1.1026357e-07   0               2.919409e-09    4.7356136e-12   1.3377519e-07   -1.6143736e-06  2.1692666e-08   -1.7066483e-09  1.7648565e-10   4.2867173e-09   5.6136001e-09   -1.3092307e-09  0               2.2383567e-09   -5.6136001e-09  -1.3092307e-09  -1.7648565e-10  4.2867173e-09   -2.1692666e-08  -1.7066483e-09  9.8090353e-10   -5.3430813e-09  -1.9088676e-11  1.4385031e-11   -5.3891203e-10  -4.559649e-09   -2.9841016e-11  -1.8544182e-11  1.9094126e-09   0               -2.9841016e-11  1.8544182e-11   -5.3891203e-10  4.559649e-09    -1.9088676e-11  -1.4385031e-11  9.8090353e-10   5.3430813e-09  
2.0833333      1.8102861e-07   2.0123684e-06   3.9094352e-09   -8.6054196e-12  1.4924808e-07   0               3.9094352e-09   8.6054196e-12   1.8102861e-07   -2.0123684e-06  2.9153862e-08   -2.4922763e-09  2.759376e-10    6.1810475e-09   7.5496089e-09   -1.9056055e-09  0               3.2316711e-09   -7.5496089e-09  -1.9056055e-09  -2.759376e-10   6.1810475e-09   -2.9153862e-08  -2.4922763e-09  1.514712e-09    -7.7359727e-09  -3.3071265e-11  2.6763881e-11   -8.4461195e-10  -6.5812685e-09  -5.1022755e-11  -3.2364981e-11  2.9736645e-09   0               -5.1022755e-11  3.2364981e-11   -8.4461195e-10  6.5812685e-09   -3.3071265e-11  -2.6763881e-11  1.514712e-09    7.7359727e-09  
2.0833333      2.5076053e-07   2.5525085e-06   5.3639411e-09   -9.6741586e-12  2.0681168e-07   0               5.3639411e-09   9.6741586e-12   2.5076053e-07   -2.5525085e-06  4.0104937e-08   -3.7336235e-09  4.5973517e-10   9.3070542e-09   1.038444e-08    -2.866645e-09   0               4.8036179e-09   -1.038444e-08   -2.866645e-09   -4.5973517e-10  9.3070542e-09   -4.0104937e-08  -3.7336235e-09  2.4227867e-09   -1.153701e-08   -3.7534366e-11  2.5167168e-11   -1.3854829e-09  -9.9278152e-09  -6.9659719e-11  -4.1178725e-11  4.7950146e-09   0               -6.9659719e-11  4.1178725e-11   -1.3854829e-09  9.9278152e-09   -3.7534366e-11  -2.5167168e-11  2.4227867e-09   1.153701e-08   
2.0833333      3.5704478e-07   3.3047065e-06   7.5524885e-09   -1.7190286e-11  2.9458122e-07   0               7.5524885e-09   1.7190286e-11   3.5704478e-07   -3.3047065e-06  5.6734544e-08   -5.8144145e-09  7.6152459e-10   1.4162815e-08   1.4699193e-08   -4.4500014e-09  0               7.3883396e-09   -1.4699193e-08  -4.4500014e-09  -7.6152459e-10  1.4162815e-08   -5.6734544e-08  -5.8144145e-09  4.0422771e-09   -1.7814316e-08  -7.5884281e-11  5.869287e-11    -2.3277363e-09  -1.5122566e-08  -1.2210586e-10  -7.2000283e-11  8.0657857e-09   0               -1.2210586e-10  7.2000283e-11   -2.3277363e-09  1.5122566e-08   -7.5884281e-11  -5.869287e-11   4.0422771e-09   1.7814316e-08  
2.0833333      5.2523884e-07   4.3835944e-06   1.0969676e-08   -3.9778269e-11  4.3358295e-07   0               1.0969676e-08   3.9778269e-11   5.2523884e-07   -4.3835944e-06  8.2947766e-08   -9.4361873e-09  1.3423843e-09   2.2603132e-08   2.1529727e-08   -7.1810757e-09  0               1.1834618e-08   -2.1529727e-08  -7.1810757e-09  -1.3423843e-09  2.2603132e-08   -8.2947766e-08  -9.4361873e-09  7.0803642e-09   -2.8669501e-08  -1.496078e-10   1.2900864e-10   -4.128411e-09   -2.4171669e-08  -2.528246e-10   -1.526991e-10   1.4246329e-08   0               -2.528246e-10   1.526991e-10    -4.128411e-09   2.4171669e-08   -1.496078e-10   -1.2900864e-10  7.0803642e-09   2.8669501e-08  
2.0833333      8.0371622e-07   5.9871133e-06   1.6567913e-08   -7.1766465e-11  6.6400034e-07   0               1.6567913e-08   7.1766465e-11   8.0371622e-07   -5.9871133e-06  1.2617168e-07   -1.6063494e-08  2.5866955e-09   3.8427896e-08   3.2789657e-08   -1.2207557e-08  0               1.9910098e-08   -3.2789657e-08  -1.2207557e-08  -2.5866955e-09  3.8427896e-08   -1.2617168e-07  -1.6063494e-08  1.3167155e-08   -4.8512139e-08  -2.641744e-10   2.2482787e-10   -7.856319e-09   -4.1203044e-08  -4.7074975e-10  -2.7671985e-10  2.6710682e-08   0               -4.7074975e-10  2.7671985e-10   -7.856319e-09   4.1203044e-08   -2.641744e-10   -2.2482787e-10  1.3167155e-08   4.8512139e-08  
2.0833333      1.2913581e-06   8.4783021e-06   2.6272453e-08   -1.2073744e-10  1.0679181e-06   0               2.6272453e-08   1.2073744e-10   1.2913581e-06   -8.4783021e-06  2.0159211e-07   -2.9076844e-08  5.1168027e-09   6.7889759e-08   5.2456111e-08   -2.209326e-08   0               3.5584177e-08   -5.2456111e-08  -2.209326e-08   -5.1168027e-09  6.7889759e-08   -2.0159211e-07  -2.9076844e-08  2.6364376e-08   -8.7337421e-08  -4.7988564e-10  4.2959108e-10   -1.5818081e-08  -7.2930678e-08  -9.075039e-10   -5.0750759e-10  5.392103e-08    0               -9.075039e-10   5.0750759e-10   -1.5818081e-08  7.2930678e-08   -4.7988564e-10  -4.2959108e-10  2.6364376e-08   8.7337421e-08  
2.0833333      2.2063039e-06   1.2562701e-05   4.4069801e-08   -2.7527764e-10  1.8274278e-06   0               4.4069801e-08   2.7527764e-10   2.2063039e-06   -1.2562701e-05  3.4275012e-07   -5.6982728e-08  1.1513125e-08   1.315272e-07    8.9421143e-08   -4.3103979e-08  0               6.8656201e-08   -8.9421143e-08  -4.3103979e-08  -1.1513125e-08  1.315272e-07    -3.4275012e-07  -5.6982728e-08  5.7968928e-08   -1.7010708e-07  -1.1348663e-09  1.0295728e-09   -3.5400088e-08  -1.4173529e-07  -2.0592146e-09  -1.1201581e-09  1.1953249e-07   0               -2.0592146e-09  1.1201581e-09   -3.5400088e-08  1.4173529e-07   -1.1348663e-09  -1.0295728e-09  5.7968928e-08   1.7010708e-07  
2.0833333      4.0846668e-06   1.9746724e-05   8.0137407e-08   -6.2168767e-10  3.3909834e-06   0               8.0137407e-08   6.2168767e-10   4.0846668e-06   -1.9746724e-05  6.3222551e-07   -1.2340519e-07  2.855432e-08    2.7951406e-07   1.6597013e-07   -9.2988295e-08  0               1.4636185e-07   -1.6597013e-07  -9.2988295e-08  -2.855432e-08   2.7951406e-07   -6.3222551e-07  -1.2340519e-07  1.4423065e-07   -3.6732435e-07  -2.2182757e-09  2.5611466e-09   -8.871986e-08   -3.0216659e-07  -5.5608733e-09  -2.9156602e-09  2.9970481e-07   0               -5.5608733e-09  2.9156602e-09   -8.871986e-08   3.0216659e-07   -2.2182757e-09  -2.5611466e-09  1.4423065e-07   3.6732435e-07  
