# File created on Thu Feb 26 18:02:13 2026
#
# time ADMmass ADMPx ADMPy ADMPz ADMSx ADMSy ADMSz
0              0.98960259      -3.8979401e-09  -5.2975067e-11  0               0               0               0.95654186     
0              0.98972275      -4.697198e-09   -9.2495171e-11  0               0               0               0.95654187     
0              0.98971904      -5.9233692e-09  5.486299e-12    0               0               0               0.95654185     
0              0.98968537      -7.1640782e-09  -1.7102696e-10  0               0               0               0.95654184     
0              0.98965565      -9.6895598e-09  1.2395597e-10   0               0               0               0.95654184     
0              0.98962971      -1.1565242e-08  -5.0238455e-10  0               0               0               0.95654182     
0              0.98961636      -1.7425337e-08  9.907715e-10    0               0               0               0.95654182     
0              0.98956678      -1.9482548e-08  -2.0857939e-09  0               0               0               0.95654195     
0              0.98954214      -3.8338013e-08  5.7895614e-09   0               0               0               0.95654155     
0              0.98946982      -2.2286943e-08  -1.4390972e-08  0               0               0               0.95654199     
0              0.98940747      -1.5641388e-07  5.604911e-08    0               0               0               0.95653907     
0              0.98932591      4.8012083e-07   -1.1857233e-07  0               0               0               0.95654541     
0.41666667     0.98960259      -3.9017532e-09  -6.6620003e-11  0               0               0               0.95654185     
0.41666667     0.98972275      -4.6937252e-09  -1.0615253e-10  0               0               0               0.95654187     
0.41666667     0.98971904      -5.9230346e-09  4.9591769e-12   0               0               0               0.95654185     
0.41666667     0.98968537      -7.1611947e-09  -1.6110311e-10  0               0               0               0.95654184     
0.41666667     0.98965565      -9.6884932e-09  9.0084778e-11   0               0               0               0.95654184     
0.41666667     0.98962971      -1.1560406e-08  -5.013317e-10   0               0               0               0.9565418      
0.41666667     0.98961636      -1.7427511e-08  9.6758829e-10   0               0               0               0.9565418      
0.41666667     0.98956678      -1.9474938e-08  -2.1101226e-09  0               0               0               0.95654193     
0.41666667     0.98954214      -3.8319577e-08  5.7117314e-09   0               0               0               0.95654152     
0.41666667     0.98946982      -2.2089229e-08  -1.4427672e-08  0               0               0               0.95654199     
0.41666667     0.98940746      -1.5676134e-07  5.5152029e-08   0               0               0               0.95653908     
0.41666667     0.9893259       4.8131801e-07   -1.1408648e-07  0               0               0               0.95654512     
0.83333333     0.98960259      -3.9145011e-09  -6.3779394e-11  0               0               0               0.95654185     
0.83333333     0.98972275      -4.6757419e-09  -9.742334e-11   0               0               0               0.95654187     
0.83333333     0.98971904      -5.9227236e-09  -1.7238425e-12  0               0               0               0.95654185     
0.83333333     0.98968537      -7.1588456e-09  -1.6564998e-10  0               0               0               0.95654184     
0.83333333     0.98965565      -9.6878261e-09  6.8928766e-11   0               0               0               0.95654184     
0.83333333     0.98962971      -1.1555932e-08  -5.1388379e-10  0               0               0               0.9565418      
0.83333333     0.98961636      -1.7431502e-08  9.3273079e-10   0               0               0               0.9565418      
0.83333333     0.98956678      -1.9476698e-08  -2.1532387e-09  0               0               0               0.95654193     
0.83333333     0.98954214      -3.8293607e-08  5.6637491e-09   0               0               0               0.95654152     
0.83333333     0.98946983      -2.1860881e-08  -1.4312154e-08  0               0               0               0.95654199     
0.83333333     0.98940747      -1.5724383e-07  5.4303711e-08   0               0               0               0.95653906     
0.83333333     0.98932592      4.8391046e-07   -1.1048858e-07  0               0               0               0.95654509     
1.25           0.98960259      -3.9184431e-09  -6.6941617e-11  0               0               0               0.95654185     
1.25           0.98972275      -4.6692613e-09  -1.0017982e-10  0               0               0               0.95654187     
1.25           0.98971904      -5.9217378e-09  -8.6584918e-12  0               0               0               0.95654185     
1.25           0.98968537      -7.1561273e-09  -1.7111726e-10  0               0               0               0.95654184     
1.25           0.98965565      -9.6860859e-09  4.9636962e-11   0               0               0               0.95654184     
1.25           0.98962971      -1.1548679e-08  -5.2602743e-10  0               0               0               0.9565418      
1.25           0.98961636      -1.7431995e-08  8.9904802e-10   0               0               0               0.9565418      
1.25           0.98956679      -1.9461788e-08  -2.1838314e-09  0               0               0               0.95654193     
1.25           0.98954214      -3.8290251e-08  5.5843649e-09   0               0               0               0.95654152     
1.25           0.98946983      -2.1626244e-08  -1.4191318e-08  0               0               0               0.95654198     
1.25           0.98940748      -1.5777434e-07  5.3370478e-08   0               0               0               0.95653905     
1.25           0.98932594      4.8716096e-07   -1.0648749e-07  0               0               0               0.95654507     
1.6666667      0.98960259      -3.9224451e-09  -6.8627554e-11  0               0               0               0.95654185     
1.6666667      0.98972275      -4.6622429e-09  -1.0151456e-10  0               0               0               0.95654187     
1.6666667      0.98971904      -5.9204758e-09  -1.6513373e-11  0               0               0               0.95654185     
1.6666667      0.98968537      -7.1531686e-09  -1.783107e-10   0               0               0               0.95654184     
1.6666667      0.98965565      -9.6838153e-09  3.1775888e-11   0               0               0               0.95654184     
1.6666667      0.98962971      -1.1540236e-08  -5.393333e-10   0               0               0               0.9565418      
1.6666667      0.98961636      -1.743178e-08   8.6330241e-10   0               0               0               0.9565418      
1.6666667      0.98956679      -1.9444468e-08  -2.2173941e-09  0               0               0               0.95654193     
1.6666667      0.98954214      -3.8287738e-08  5.5011277e-09   0               0               0               0.95654153     
1.6666667      0.98946984      -2.136401e-08   -1.4038445e-08  0               0               0               0.95654198     
